"CourseName","SubjectName","TopicName","ChapterName","KSCText","QuestionId","Q_LATEX","imageHTML","UseAs"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area Of Circle",3792,"If \( \mathrm{OA}=\mathrm{OB}=14 \mathrm{~cm}, \angle \mathrm{AOB}=90^{\circ} \), then area of shaded region is<br/>(a) \( 24 \mathrm{~cm}^{2} \)<br/>(b) \( 18 \mathrm{~cm}^{2} \)<br/>(c) \( 21 \mathrm{~cm}^{2} \)<br/>(d) none of these","","Example"
"9/10 CBSE","Maths","Maths -6th","Angles","Linear Pair Axiom and Axiom",1984,"In the given figure, \( \mathrm{AOB} \) is a line, determine \( \mathrm{x} \).<br/>(A) \( 15^{\circ} \)<br/>(B) \( 20^{\circ} \)<br/>(C) \( 25^{0} \)<br/>(D)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area of  Sector and  Arc Length",3789,"Find the area of shaded region of circle of radius \( =7 \mathrm{~cm} \), if \( \angle \mathrm{AOB}=70^{\circ}, \angle \mathrm{COD}=50^{\circ} \) and \( \angle \mathrm{EOF}=60^{\circ} \).<br/>(a) \( 72 \mathrm{~cm}^{2} \)<br/>(b) \( 69 \mathrm{~cm}^{2} \)<br/>(c) \( 77 \mathrm{~cm}^{2} \)<br/>(d) none of these","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Example",13056,"A design is made on a rectangular tile of dimensions \( 50 \mathrm{~cm} \times 70 \mathrm{~cm} \) as shown in Fig.
given below. The design shows 8 triangles, each of sides \( 26 \mathrm{~cm}, 17 \mathrm{~cm} \) and \( 25 \mathrm{~cm} \).
Find the total area of the design and the remaining area of the tile.
(A) \( 1808 \mathrm{~cm}^{2} \)
(B) \( 1868 \mathrm{~cm}^{2} \)
(C) \( 1800 \mathrm{~cm}^{2} \)
(D) \( 2068 \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Algebraic Identities for cubical Expansions",2079,"If \( \mathrm{x}+\frac{1}{x}=7 \). Then which of the following is the value of \( x^{3}+\frac{1}{x^{3}} \) is<br/>(A) 318<br/>(B) 322<br/>(C) 343<br/>(D) 1296","","Trial"
"9/10 CBSE","Maths","Complex Numbers And Quadratic Equations","Algebra of Complex Numbers","(1+𝑖)/(1−𝑖)     and    (1-𝑖)/(1+𝑖)  Forms",7171,"The conjugate of the complex number \( \frac{2+5 i}{4-3 i} \) is
(A) \( \frac{7-26 i}{25} \)
(B) \( \frac{-7-26 i}{25} \)
(C) \( \frac{-7+26 \mathrm{i}}{25} \)
(D) \( \frac{7+26 \mathrm{i}}{25} \)","","Trial"
"9/10 CBSE","Maths","Maths -6th","Algebra","Introduction to variables",186314,"""Variable"" means that it","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Summary : Combination Of Plane Figure - l",123579,"In figure, \( 0 A B C \) is a square of side \( 7 \mathrm{~cm} \). If OAPC is a quadrant of a circle with
centre 0, then find the area of the shaded region \( \quad \) CBSE [2012]
(A) \( 16.5 \)
(B) \( 10.5 \)
(C) \( 22.5 \)
(D) \( 19.2 \)","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Area of a Triangle",3733,"The area of trapezium \( P Q R S \) is<br/>(a) \( 225 \mathrm{~cm}^{2} \)<br/>(b) \( 180 \mathrm{~cm}^{2} \)<br/>(c) \( 120 \mathrm{~cm}^{2} \)<br/>\( (d) 108 \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Area of a Rhombus and Area of a Trapezium",72331,"If RT \( \perp \) PQ then calculate the area of
trapezium. PQRS, given in the Fig.","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Opposite Sides of a Parallelogram are Equal",73149,"In a \( \| g m A B C D \), if \( \angle A=115^{\circ} \),
find \( \angle B, \angle C \) and \( \angle D \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Algebraic Identities for cubical Expansions",10304,"Factorize : \( (a+b)^{3}+(b+c)^{3}+(c+a)^{3}-3(a+b)(b+c)(c+a) \)
(A) \( 2(a+b+c)\left(a^{2}+b^{2}+c^{2}-a b-b c-c a\right) \)
(B) \( 2(a-b-c)\left(a^{2}-b^{2}-c^{2}-a b-b c-c a\right) \)
(C) \( 2(a+b+c)\left(a^{2}+b^{2}+c^{2}+a b+b c+c a\right) \)
(D) None of the above","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Example",3868,"There is a slide in a park. One of its side walls has been painted in some color with a message ""KEEP THE PARK GREEN AND CLEAN'. If the sides of the wall are \( 15 m, 11 m, 6 m \), then the area painted in color is<br/>(a) \( 10 \sqrt{2} \mathrm{~m}^{2} \)<br/>(b) \( 2 \sqrt{2} \mathrm{~m}^{2} \)<br/>(c) \( 5 \sqrt{2} m^{2} \)<br/>(d) \( 20 \sqrt{2} m^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Summary : Basic of Area Related to Circle",123547,"In given figure ABPC is a quadrant of a circle of radius \( 14 \mathrm{~cm} \) and a
semicircle is drawn with BC as diameter. Find the area of the shaded region
CBSE [2018]
(A) 98
(B) 96
(C) 90
(D) 100","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area of  Sector and  Arc Length",84890,"Find the area of a sector of a circle with radius \( 6 \mathrm{~cm} \) if angle of the sector is \( 60^{\circ} \).
(A) \( \frac{123}{7} \mathrm{~cm}^{2} \)
(B) \( \frac{120}{7} \mathrm{~cm}^{2} \)
(C) \( \frac{132}{21} \mathrm{~cm}^{2} \)
(D) \( \frac{132}{7} \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area Of Circle",46686,"There is a rectangular cloth on which a pattern is drawn as shown in figure.
Calculate the remaining area of the cloth.
(A) \( (180) \mathrm{cm}^{2} \).
(B) \( (180-8 \pi) \mathrm{cm}^{2} \).
(C) \( (8 \pi) \mathrm{cm}^{2} \).
(D) \( (16 \pi) \mathrm{cm}^{2} \).","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Quadratic Identities ( x  and 1/x  Form )",52176,"\( x+\frac{1}{x}=6 \), find the value of \( x^{3}+\frac{1}{x^{3}} \)
(A) 216
(B) 211
(C) 185
(D) 198","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area of  Sector and  Arc Length",52115,"A square \( O A B C \) is inscribed in a quadrant \( O P B Q \) of a circle. If \( O A=20 \mathrm{~cm} \), find the area of
the shaded region (Use \( \pi=3.14 \) )
(A) \( 250 \mathrm{~cm}^{2} \)
(B) \( 145 \mathrm{~cm}^{2} \)
(C) \( 321 \mathrm{~cm}^{2} \)
(D) \( 228 \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area Of Circle",71900,"A wire is bent to form a square enclosing an area of \( 484 \mathrm{~m}^{2} \). Using the same
wire, a circle is formed. Find the area of the circle","","Example"
"9/10 CBSE","Maths","Complex Numbers And Quadratic Equations","Algebra of Complex Numbers","(1+𝑖)/(1−𝑖)     and    (1-𝑖)/(1+𝑖)  Forms",107709,"If \( \mathrm{n} \) is a positive integer, then \( \left(\frac{1+\mathrm{i}}{1-\mathrm{i}}\right)^{4 \mathrm{n}+1}= \)
(A) 1
(B) \( -1 \)
(C) i
(D) -i","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Area of a Parallelogram",73115,"In the adjoining figure, MNPQ and \( \mathrm{ABPQ} \) are parallelograms and
T is any point on the side BP. Prove that
\( \operatorname{ar}(\mathrm{MNPQ})=\operatorname{are}(\mathrm{ABPQ}) \)
And \( \operatorname{ar}(\Delta \mathrm{ATQ})=\frac{1}{2} \operatorname{ar}(\mathrm{MNPQ}) \)","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Area of a Parallelogram",3880,"Two parallel side of a trapezium are \( 60 \mathrm{~cm} \& 77 \mathrm{~cm} \) and other sides are \( 25 \mathrm{~cm} \& 26 \mathrm{~cm} \), then the area of the trapezium is<br/>(a) \( 1108 \mathrm{~cm}^{2} \)<br/>(b) \( 1644 \mathrm{~cm}^{2} \)<br/>(c) \( 1440 \mathrm{~cm}^{2} \)<br/>(d) \( 1014 \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Perimeter Of Circle",48228,"A copper wire \( 4 \mathrm{~mm} \) in diameter is evenly wound about a cylinder whose
length is \( 24 \mathrm{~cm} \) and diameter \( 20 \mathrm{~cm} \) so as to cover the whole surface .Find the
weight of the wire(in \( \mathrm{kg} \) ) assuming the specific gravity to be \( 8.88 \mathrm{gm} / \mathrm{cm}^{3} \).","","Trial"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Perimeter Of Circle",52092,"If the circumference of a circle is increased by \( 50 \% \), then its area will b increased by
(A) \( 100 \% \)
(B) \( 125 \% \)
(C) \( 150 \% \)
(D) \( 75 \% \)","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Area of a Rhombus and Area of a Trapezium",67901,"Find the area (in \( \mathrm{cm}^{2} \) ) of a trapezium whose parallel sides are \( 12 \mathrm{~cm} \)
and \( 16 \mathrm{~cm} \) and the distance between the parallel sides in \( 10 \mathrm{~cm} \).","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Area of a Rhombus and Area of a Trapezium",84925,"In the given fig OPQR is a rhombus, three of its vertices lie on a
circle with centre 0 If the area of the rhombus is \( 32 \sqrt{3} \mathrm{~cm}^{2} \). Find
the radius of the circle.
(A) \( 16 \mathrm{~cm} \)
(B) \( 12 \mathrm{~cm} \)
(C) \( 10 \mathrm{~cm} \)
(D) \( 8 \mathrm{~cm} \)","","Example"
