,Unnamed: 0,Unnamed: 0.1,index,CourseName,SubjectName,TopicName,ChapterName,KSCText,QuestionId,imageHTML,UseAs,Q_Latex
6692,1678,,,9/10 CBSE,Maths,Maths -9th,Area of Parallelograms and Triangle,Median of a Triangle Divides it into Two Δs of Equal Area,73125,,Trial,"The vertex A of \( \Delta \mathrm{ABC} \) is joined to a point \( \mathrm{D} \) on the side \( \mathrm{BC} \).
The midpoint of \( \mathrm{AD} \) is \( \mathrm{E} \).
Prove that \( \operatorname{ar}(\Delta \mathrm{BEC})=\frac{1}{2} \operatorname{ar}(\Delta \mathrm{ABC}) \)"
6699,1685,,,9/10 CBSE,Maths,Maths -8th, Area Perimeter of 2D shapes ,Area of a Rhombus and Area of a Trapezium,52062,,Trial,"In Figure, \( A B C D \) is a trapezium of area \( 24.5 \) sq. \( \mathrm{cm} \). In it, \( \mathrm{AD} \| \)
BC, \( \angle D A B=90^{\circ}, \quad A D=10 \mathrm{~cm} \) and \( B C=4 \mathrm{~cm} . \) If \( A B E \) is a
quadrant of a circle, find the area of the shaded region.
\( \left[\right. \) Take \( \left.\pi=\frac{22}{7}\right] \)
(A) \( 14.875 \mathrm{~cm}^{2} \)
(B) \( 12.225 \mathrm{~cm}^{2} \)
(C) \( 15.245 \mathrm{~cm}^{2} \)
(D) \( 11.455 \mathrm{~cm}^{2} \)"
6701,1687,,,9/10 CBSE,Maths,Maths -9th,Algebraic Expressions and Identities,Standard Binomial Identities,16147,,Trial,"Find the value of \( \frac{\sqrt{7}}{\sqrt{16+6 \sqrt{7}}-\sqrt{16-6 \sqrt{7}}} \)
(A) \( 2 / \sqrt{7} \)
(B) \( 1 / 2 \)
(C) \( 7 / 2 \)
(D) \( \quad 2 / 7 \)"
6702,1688,,,9/10 CBSE,Maths,Maths -8th,Algebraic Expressions and Identities,Algebraic Identities for cubical Expansions,109481,,Trial,"If \( \mathrm{a}, \mathrm{b}, \mathrm{c} \) are nonzero real numbers such that \( \left|\begin{array}{ccc}\mathrm{bc} & \mathrm{ca} & \mathrm{ab} \\ \mathrm{ca} & \mathrm{ab} & \mathrm{bc} \\ \mathrm{ab} & \mathrm{bc} & \mathrm{ca}\end{array}\right|=0 \), then
(A) \( \frac{1}{\mathrm{a}}+\frac{1}{\mathrm{~b} \omega}+\frac{1}{\mathrm{c} \omega^{2}}=0 \)
(B) \( \frac{1}{\mathrm{a}}+\frac{1}{\mathrm{~b} \omega^{2}}+\frac{1}{c \omega}=0 \)
(C) \( \quad \frac{1}{a \omega}+\frac{1}{b \omega^{2}}+\frac{1}{c}=0 \)
(D) None of these"
6703,1689,,,9/10 CBSE,Maths,Maths -9th,Area of Parallelograms and Triangle,Area of a Triangle,3744,,Trial,"In a \( \triangle A B C, E \) is the mid-point of median \( A D \), then area \( (\Delta B E D) \)<br/>(a) \( \frac{1}{4} \) ar \( \triangle A B C \)<br/>(b) \( \frac{1}{4} \) ar \( \Delta A \mathrm{BD} \)<br/>(c) \( \frac{1}{2} \operatorname{ar} A B C \)<br/>(d) None"
6705,1691,,,9/10 CBSE,Maths,Maths -8th,Algebraic Expressions and Identities,Algebraic Identities : Basic Expansion,52751,,Trial,"If \( \mathrm{x}=(3+\sqrt{8}) \), find the value of \( \left(\mathrm{x}^{2}+\frac{1}{\mathrm{x}^{2}}\right) \)
(A) 16
(B) 36
(C) 34
(D) 38"
6709,1695,,,9/10 CBSE,Maths,Maths -8th, Area Perimeter of 2D shapes ,Area of a Rectangle and Area of a Square,13055,,Trial,"The dimensions of a rectangle \( \mathrm{ABCD} \) are \( 51 \mathrm{~cm} \times 25 \mathrm{~cm} \). A trapezium \( \mathrm{PQCD} \) with its
parallel sides \( Q C \) and \( P D \) in the ratio \( 9: 8 \), is cut off from the rectangle as shown in the
Figure given below. If the area of the trapezium \( \mathrm{PQCD} \) is \( 5 / 6^{\text {th }} \) part of the area of the
rectangle, find the lengths \( \mathrm{QC} \) and \( \mathrm{PD} \).
(A) \( 40 \mathrm{~cm} \)
(B) \( 45 \mathrm{~cm} \)
(C) \( 20 \mathrm{~cm} \)
(D) \( 25 \mathrm{~cm} \)"
6711,1697,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Area of  Sector and  Arc Length,52049,,Trial,"Find the area of the shaded region in Fig., where areas drawn with
centres \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) and \( \mathrm{D} \) intersect in pairs at mid-points \( \mathrm{P}, \mathrm{Q} \mathrm{R} \) and \( \mathrm{S} \) of the
sides \( A B, B C, C D \) and DA respectively of a square ABCD of side \( 12 \mathrm{~cm} \)
\( ( \) Use \( \pi=3.14) \)
(A) \( 30.96 \mathrm{~cm}^{2} \)
(B) \( 20.96 \mathrm{~cm}^{2} \)
(C) \( 40.96 \mathrm{~cm}^{2} \)
(D) \( 10.96 \mathrm{~cm}^{2} \)"
6714,1700,,,9/10 CBSE,Maths,Maths -8th, Area Perimeter of 2D shapes ,Example,49168,,Trial,"The sides of a triangle are \( 56 \mathrm{~cm}, 60 \mathrm{~cm} \) and \( 52 \mathrm{~cm} \) long. Then the area of
the triangle is
(A) \( 1322 \mathrm{~cm}^{2} \)
(B) \( 1311 \mathrm{~cm}^{2} \)
(C) \( 1344 \mathrm{~cm}^{2} \)
(D) \( 1392 \mathrm{~cm}^{2} \)"
6715,1701,,,9/10 CBSE,Maths,Maths -9th,Area of Parallelograms and Triangle,Diagonal of ||gm Divides it into Two Triangles of Equal Area,50957,,Trial,"ABCD is a quadrilateral whose diagonal AC divides it into two parts, equal in
area, then ABCD
(A) is a rectangle
(B) is always a rhombus
(C) is a parallelogram
(D) need not be any of (a), (b) or (c)"
6725,1711,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Area Of Circle,45824,,Trial,"PQRS is a diameter of a circle of radius \( 6 \mathrm{~cm} \). The lengths
PQ, QR and RS are equal. Semi-circles are drawn on \( \mathrm{PQ} \) and
QS as diameters as shown in Fig. Find the area of the
shaded region
(A) \( 37.71 \mathrm{~cm}^{2} \)
(B) \( 40 \mathrm{~cm}^{2} \)
(C) \( 50 \mathrm{~cm}^{2} \)
(D) \( 47.71 \mathrm{~cm}^{2} \)"
6731,1717,,,9/10 CBSE,Maths,Maths -6th,Angles,Condition Linear Pairs of Angles,17371,,Trial,"In given Fig., two straight lines \( \mathrm{PQ} \) and \( \mathrm{RS} \) intersect each other at \( 0 . \) If \( \angle \mathrm{POT}=75^{\circ} \),
find the value of \( \mathrm{c} \).
(A) \( 48^{\circ} \)
(B) \( 35^{\circ} \)
(C) \( 84^{\circ} \)
(D) \( 21^{\circ} \)"
6737,1723,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Applications of Area of  Combination of Plane Figures,45838,,Trial,"In Fig. \( A B \) and \( C D \) are two diameters of a circle (with center
0) perpendicular to each other and \( O D \) is the diameter of the
smaller circle. If \( \mathrm{OA}=7 \mathrm{~cm} \), find the area of shaded region.
(A) \( 66.5 \mathrm{~cm}^{2} \)
(B) \( 76.5 \mathrm{~cm}^{2} \)
(C) \( 66 \mathrm{~cm}^{2} \)
(D) \( 60.5 \mathrm{~cm}^{2} \)"
6739,1725,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Applications of Area of  Combination of Plane Figures,71896,,Trial,"In the given figure, a square \( \mathrm{OABC} \) is inscribed in a quadrant
OPBQ of a circle. If \( \mathrm{OA}=20 \mathrm{~cm} \), find the area of the shaded
region. [Use \( \pi=3.14] \)"
6747,1733,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Perimeter Of Circle,56375,,Trial,"A bicycle wheel makes 500 revolutions in moving \( 1 \mathrm{~km} \). Find the diameter of the wheel.
(A) \( \quad 0.235 \mathrm{~m} \)
(B) \( 1.235 \mathrm{~m} \)
(C) \( \quad 2.356 \mathrm{~m} \)
(D) \( \quad 0.636 \mathrm{~m} \)"
6750,1736,,,9/10 CBSE,Maths,Maths -9th,Area of Parallelograms and Triangle,Converse of Mid - Point Theorem of Triangle,73141,,Trial,"In a trapezium \( \mathrm{ABCD}, \mathrm{AB} \| \mathrm{DC}, \mathrm{AB}=\mathrm{a} \mathrm{cm} \), and \( \mathrm{DC}=\mathrm{b} \mathrm{cm} \).
If M and \( \mathrm{N} \) are the midpoints of the nonparallel sides,
\( \mathrm{AD} \) and \( \mathrm{BC} \) respectively then find the ratio of \( \operatorname{ar}(\mathrm{DCNM}) \)
and ar(MNBA)?"
6751,1737,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Summary : Combination Of Plane Figure - ll,123603,,Trial,"Find the area of the shaded region in given figure, where ABCD is a square of
side \( 28 \mathrm{~cm} \).
CBSE [2011]
(A) 270
(B) 183
(C) 192
(D) 168"
6755,1741,,,9/10 CBSE,Maths,Maths -10th,Areas Related to Circles,Summary : Combination Of Plane Figure - l,123570,,Trial,"In figure, ABDC is a quadrant of a circle of radius \( 28 \mathrm{~cm} \) and a semicircle BEC
is drawn with BC as diameter. Find B the area of the shaded region.
(A) 392
(B) 388 CBSE [2014]
(C) 390
(D) 386"
6758,1744,,,9/10 CBSE,Maths,Maths -9th,Area of Parallelograms and Triangle,Relationship Between Parallelogram and Triangles,3726,,Trial,The diagonals of a parallelogram divide it into four triangles of equal<br/>(a) Volume<br/>(b) area<br/>(c) Volume / 2<br/>(d) Area / 2
6760,1746,,,9/10 CBSE,Maths,Maths -6th,Angles,"Reflex , Complementary and Supplementary Angles",57716,,Trial,"Given that \( \mathrm{AB} \) || CD. If the complement of \( \angle 5 \) equals
the supplement of \( \angle 4 \), find the measure of \( \angle 4 \) and \( \angle 5 \).
(A) \( \quad 35^{\circ}, 135^{\circ} \)
(B) \( \quad 55^{\circ}, 130^{\circ} \)
(C) \( 65^{\circ}, 145^{\circ} \)
(D) \( \quad 45^{\circ}, 135^{\circ} \)"
6763,1749,,,9/10 CBSE,Maths,Maths -8th,Algebraic Expressions and Identities,Algebraic Identities : Basic Expansion,106810,,Trial,"Find the value of \( \frac{38^{2}-22^{2}}{16} \), using a suitable identity.
(A) 60
(B) 56
(C) 65
(D) 75"
6765,1751,,,9/10 CBSE,Maths,Maths -6th,Angles,Linear Pair Axiom and Axiom,55003,,Trial,"In the adjoining figure, \( A O B \) is a straight line .Find the value
(A) \( 62^{\circ} \)
(C) \( 32^{\circ} \)
(D) \( 24^{\circ} \)
(B) \( 54^{\circ} \)"
